text,intent
Can you I feel very unhappy today today,emotional_support
Urgently Please remind me to take my pills as soon as possible,medication_reminder
Kindly I want to schedule a health checkup,doctor_booking
Can you Suggest chair yoga for seniors today,exercise_suggestion
Today Recommend nutrition plan today,diet_suggestion
Can you I need transport assistance please,transport_booking
Now I feel depressed today as soon as possible,emotional_support
I need medicine reminder support today,medication_reminder
Urgently I want to schedule a health checkup because I need help,doctor_booking
Can you recommend light exercise for me,exercise_suggestion
Can you What foods improve energy for me,diet_suggestion
Urgently Help me travel to doctor clinic please,transport_booking
Kindly I am feeling mentally stressed for me,emotional_support
I forgot to take my tablets,medication_reminder
Can you help me visit a doctor because I need help,doctor_booking
Urgently recommend simple exercise for me as soon as possible,exercise_suggestion
Today healthy khabar suggest koro today,diet_suggestion
Today Help me arrange transportation as soon as possible,transport_booking
Urgently I feel very unhappy today for me,emotional_support
Today Remind me to take my medicine please,medication_reminder
Urgently Suggest walking exercises as soon as possible,exercise_suggestion
Can you Recommend diabetic diet please,diet_suggestion
Urgently i need help reaching hospital because i need help,transport_booking
Please nobody talks to me anymore please,emotional_support
Please I forgot to take my tablets please,medication_reminder
Urgently I need medical consultation,doctor_booking
Today suggest yoga for elderly for me,exercise_suggestion
Can you What foods improve energy right now,diet_suggestion
Please Help me travel to doctor clinic for me,transport_booking
Hey I feel ignored by everyone because I need help,emotional_support
Please Can you help me visit a doctor because I need help,doctor_booking
Hey How can I stay active as soon as possible,exercise_suggestion
Now I need transport assistance,transport_booking
Kindly I feel very unhappy today as soon as possible,emotional_support
Today I need medicine reminder support,medication_reminder
Kindly I need a doctor consultation today,doctor_booking
Exercise suggest koro because I need help,exercise_suggestion
Urgently Recommend nutrition plan for me,diet_suggestion
Hey I need help reaching hospital right now,transport_booking
Today Please remind me to take my pills today,medication_reminder
Please Can you help me visit a doctor right now,doctor_booking
Now Recommend light exercise please,exercise_suggestion
Urgently recommend balanced diet as soon as possible,diet_suggestion
Please i need transport assistance,transport_booking
I am feeling emotionally weak please,emotional_support
Urgently i forgot to take my tablets for me,medication_reminder
I want to schedule a health checkup,doctor_booking
Please Healthy khabar suggest koro because I need help,diet_suggestion
Can you I need transport assistance because I need help,transport_booking
Kindly i feel sad and alone right now,emotional_support
Today I need medicine reminder support because I need help,medication_reminder
Kindly Can you help me visit a doctor right now,doctor_booking
How can I improve mobility as soon as possible,exercise_suggestion
Hey Can you book cab for hospital today,transport_booking
I am feeling ignored by everyone today,emotional_support
Kindly Remind me to take my medicine as soon as possible,medication_reminder
Kindly recommend simple exercise for me for me,exercise_suggestion
Hey Mujhe healthy diet chahiye please,diet_suggestion
Can you Can you book cab for hospital because I need help,transport_booking
Can you I feel helpless today right now,emotional_support
Can you Mujhe medicine lena yaad dilao,medication_reminder
Now I need medical consultation,doctor_booking
Please How can I improve mobility because I need help,exercise_suggestion
Today Suggest healthy food for elderly right now,diet_suggestion
Please Help me arrange transportation because I need help,transport_booking
Can you i am feeling emotionally down please,emotional_support
Can you Medicine khete bhule gechi today,medication_reminder
Now I need a doctor consultation right now,doctor_booking
Hey Suggest chair yoga for seniors today,exercise_suggestion
Hey How can I improve nutrition please,diet_suggestion
Please I feel emotionally broken,emotional_support
Kindly I forgot to take my tablets today,medication_reminder
Kindly Mujhe doctor appointment chahiye,doctor_booking
Please i feel mentally stressed today,emotional_support
Please Please remind me about medicines as soon as possible,medication_reminder
Please Please help me contact a doctor for me,doctor_booking
Can you Exercise suggest koro for me,exercise_suggestion
Can you what foods improve energy as soon as possible,diet_suggestion
Urgently i feel worried about my future as soon as possible,emotional_support
Today Medicine khete bhule gechi because I need help,medication_reminder
Urgently Suggest yoga for elderly please,exercise_suggestion
Now What should I eat for good health right now,diet_suggestion
Now Can you book cab for hospital please,transport_booking
Today i am feeling emotionally down today,emotional_support
Hey Please remind me to take my pills,medication_reminder
Please Recommend nutrition plan,diet_suggestion
Transport arrange koro because I need help,transport_booking
Kindly i am feeling depressed today,emotional_support
Urgently I need medicine reminder support right now,medication_reminder
How can I improve mobility because I need help,exercise_suggestion
Kindly Recommend soft food for elderly please,diet_suggestion
Urgently Book transport for hospital visit today,transport_booking
Can you I feel isolated please,emotional_support
Today I forgot to take my tablets,medication_reminder
Now Book doctor appointment for me because I need help,doctor_booking
I feel scared about my condition please,emotional_support
Kindly Please remind me to take my pills today,medication_reminder
Kindly I need a doctor consultation,doctor_booking
Now Mujhe exercise suggest karo as soon as possible,exercise_suggestion
Suggest diabetic diet for me,diet_suggestion
Now I feel worried about my future because I need help,emotional_support
Now Mujhe medicine lena yaad dilao for me,medication_reminder
Kindly can you help me visit a doctor,doctor_booking
Kindly what should i eat for good health please,diet_suggestion
I need help reaching hospital right now,transport_booking
I feel isolated today,emotional_support
Urgently I missed my diabetes tablet right now,medication_reminder
Kindly Can you help me visit a doctor for me,doctor_booking
Urgently How can I improve mobility as soon as possible,exercise_suggestion
Kindly Recommend nutrition plan because I need help,diet_suggestion
Help me arrange transportation because i need help,transport_booking
Today I feel scared about my condition as soon as possible,emotional_support
Now mujhe doctor appointment chahiye right now,doctor_booking
Now Healthy khabar suggest koro right now,diet_suggestion
Kindly Mujhe hospital jane ke liye cab chahiye right now,transport_booking
Kindly I am feeling very unhappy today right now,emotional_support
Now I need medical consultation for me,doctor_booking
Hey Suggest yoga for elderly because I need help,exercise_suggestion
Kindly Book transport for hospital visit please,transport_booking
Please I am feeling very unhappy today because I need help,emotional_support
Today Doctor appointment book koro right now,doctor_booking
Can you Exercise suggest koro please,exercise_suggestion
Kindly how can i improve nutrition right now,diet_suggestion
Today Transport arrange koro because I need help,transport_booking
Today I feel sad and alone today,emotional_support
Please Please help me contact a doctor,doctor_booking
Urgently suggest chair yoga for seniors,exercise_suggestion
Please I need transport assistance as soon as possible,transport_booking
Please When should I take insulin right now,medication_reminder
Hey I want to schedule a health checkup as soon as possible,doctor_booking
Urgently Recommend light exercise please,exercise_suggestion
Can you How can I improve nutrition please,diet_suggestion
Hey Transport arrange koro please,transport_booking
Please i am feeling ignored by everyone please,emotional_support
Please Mujhe medicine lena yaad dilao for me,medication_reminder
Today Please help me contact a doctor as soon as possible,doctor_booking
Can you recommend simple exercise for me,exercise_suggestion
Hey I need help reaching hospital please,transport_booking
Now I feel emotionally broken please,emotional_support
Medicine khete bhule gechi today,medication_reminder
Kindly please help me contact a doctor as soon as possible,doctor_booking
Now Recommend light exercise,exercise_suggestion
Kindly Can you book cab for hospital today,transport_booking
Now I feel helpless today,emotional_support
Kindly I missed my diabetes tablet because I need help,medication_reminder
Can you please help me contact a doctor right now,doctor_booking
Kindly recommend chair yoga for seniors as soon as possible,exercise_suggestion
Now recommend balanced diet as soon as possible,diet_suggestion
Please Help me arrange transportation,transport_booking
I need someone to talk to please,emotional_support
Now when should i take insulin because i need help,medication_reminder
Now Book doctor appointment for me,doctor_booking
Please Recommend simple exercise for me for me,exercise_suggestion
Please Healthy khabar suggest koro please,diet_suggestion
Now Help me travel to doctor clinic today,transport_booking
Hey I feel mentally stressed right now,emotional_support
Urgently please remind me about medicines,medication_reminder
Kindly Book doctor appointment for me because I need help,doctor_booking
Can you Can elderly people do stretching please,exercise_suggestion
Now i need help reaching hospital as soon as possible,transport_booking
Hey I feel very unhappy today because I need help,emotional_support
Please medicine khete bhule gechi for me,medication_reminder
Can you Please help me contact a doctor please,doctor_booking
How can i stay active right now,exercise_suggestion
Can you Suggest soft food for elderly because I need help,diet_suggestion
Today Book transport for hospital visit right now,transport_booking
Today I feel very unhappy today today,emotional_support
Please Please remind me about medicines because I need help,medication_reminder
Please doctor appointment book koro because i need help,doctor_booking
Please how can i stay active as soon as possible,exercise_suggestion
Urgently Healthy khabar suggest koro please,diet_suggestion
Kindly I need transport assistance right now,transport_booking
Urgently I feel anxious about my health,emotional_support
Today Remind me to take my medicine for me,medication_reminder
Now Please help me contact a doctor,doctor_booking
Hey Can elderly people do stretching right now,exercise_suggestion
Please What should I eat for good health please,diet_suggestion
Now can you book cab for hospital because i need help,transport_booking
Please I feel mentally exhausted as soon as possible,emotional_support
Urgently I need medical consultation as soon as possible,doctor_booking
Hey Recommend balanced diet right now,diet_suggestion
Today i feel ignored by everyone please,emotional_support
Can you I need medicine reminder support for me,medication_reminder
Can you I need a doctor consultation for me,doctor_booking
Kindly How can I improve mobility for me,exercise_suggestion
What should I eat for good health as soon as possible,diet_suggestion
Urgently mujhe hospital jane ke liye cab chahiye please,transport_booking
Today I need someone to talk to for me,emotional_support
I forgot my blood pressure medicine please,medication_reminder
Can you How can I stay active for me,exercise_suggestion
Please Suggest soft food for elderly today,diet_suggestion
I feel worried about my future today,emotional_support
Hey I forgot my blood pressure medicine for me,medication_reminder
Today I need a doctor consultation as soon as possible,doctor_booking
Hey Healthy khabar suggest koro please,diet_suggestion
Now transport arrange koro for me,transport_booking
Hey I am feeling ignored by everyone please,emotional_support
I missed my diabetes tablet today,medication_reminder
Can you Mujhe exercise suggest karo please,exercise_suggestion
Kindly how can i improve nutrition because i need help,diet_suggestion
Help me arrange transportation because I need help,transport_booking
Kindly I am feeling sad and alone for me,emotional_support
I forgot my blood pressure medicine right now,medication_reminder
Can you i need a doctor consultation today,doctor_booking
Can you Mujhe healthy diet chahiye because I need help,diet_suggestion
Please Can you book cab for hospital right now,transport_booking
Kindly I feel mentally exhausted because I need help,emotional_support
Please I need medicine reminder support please,medication_reminder
Please Can you help me visit a doctor today,doctor_booking
Urgently How can I improve mobility today,exercise_suggestion
Hey Recommend nutrition plan please,diet_suggestion
Please Help me arrange transportation right now,transport_booking
Today i am feeling scared about my condition today,emotional_support
Kindly Recommend light exercise because I need help,exercise_suggestion
Please Recommend nutrition plan for me,diet_suggestion
Mujhe hospital jane ke liye cab chahiye for me,transport_booking
Please I feel anxious about my health today,emotional_support
Today I forgot to take my tablets today,medication_reminder
Today I need a doctor consultation please,doctor_booking
Hey Mujhe exercise suggest karo for me,exercise_suggestion
Hey recommend nutrition plan right now,diet_suggestion
Today Can you book cab for hospital as soon as possible,transport_booking
Urgently Nobody talks to me anymore please,emotional_support
Hey Medicine khete bhule gechi as soon as possible,medication_reminder
Hey Can you help me visit a doctor for me,doctor_booking
Recommend walking exercises,exercise_suggestion
Hey Suggest diabetic diet as soon as possible,diet_suggestion
Please I feel worried about my future today,emotional_support
I forgot my blood pressure medicine today,medication_reminder
Suggest yoga for elderly because I need help,exercise_suggestion
Please Recommend balanced diet today,diet_suggestion
Now I miss my family because I need help,emotional_support
Hey When should I take insulin,medication_reminder
Today Exercise suggest koro please,exercise_suggestion
Kindly Recommend diabetic diet as soon as possible,diet_suggestion
Hey Can you book cab for hospital as soon as possible,transport_booking
Please I feel depressed today for me,emotional_support
I forgot my blood pressure medicine because I need help,medication_reminder
Please I forgot my blood pressure medicine,medication_reminder
How can I improve mobility today,exercise_suggestion
Urgently Recommend nutrition plan please,diet_suggestion
Kindly Book transport for hospital visit as soon as possible,transport_booking
Urgently I feel anxious about my health please,emotional_support
Urgently please help me contact a doctor as soon as possible,doctor_booking
Can you healthy khabar suggest koro for me,diet_suggestion
Today I need help reaching hospital please,transport_booking
Urgently I cannot sleep because of stress today,emotional_support
Kindly I need medicine reminder support,medication_reminder
Hey Mujhe exercise suggest karo today,exercise_suggestion
Hey suggest diabetic diet,diet_suggestion
Can you I need help reaching hospital right now,transport_booking
Please I feel worried about my future because I need help,emotional_support
Urgently Suggest chair yoga for seniors please,exercise_suggestion
Now I feel lonely today because I need help,emotional_support
Kindly I need medicine reminder support please,medication_reminder
Urgently Book doctor appointment for me,doctor_booking
Please Suggest walking exercises,exercise_suggestion
Please Can you book cab for hospital for me,transport_booking
Today I am feeling emotionally down right now,emotional_support
Can you I forgot to take my tablets as soon as possible,medication_reminder
Please can you help me visit a doctor please,doctor_booking
Please Can elderly people do stretching as soon as possible,exercise_suggestion
Urgently Suggest healthy food for elderly as soon as possible,diet_suggestion
Can you Help me arrange transportation right now,transport_booking
Urgently I feel scared about my condition because I need help,emotional_support
Kindly Medicine khete bhule gechi for me,medication_reminder
Today I need medical consultation please,doctor_booking
Can you Recommend walking exercises today,exercise_suggestion
Suggest healthy food for elderly as soon as possible,diet_suggestion
Kindly mujhe hospital jane ke liye cab chahiye because i need help,transport_booking
Kindly i am feeling mentally stressed because i need help,emotional_support
Now i forgot my blood pressure medicine because i need help,medication_reminder
Now Please help me contact a doctor for me,doctor_booking
Please how can i improve mobility today,exercise_suggestion
Can you Suggest healthy food for elderly,diet_suggestion
Kindly Can you book cab for hospital because I need help,transport_booking
Today I am feeling depressed today as soon as possible,emotional_support
Can you I missed my diabetes tablet for me,medication_reminder
Urgently I want to schedule a health checkup please,doctor_booking
Hey Recommend light exercise right now,exercise_suggestion
Recommend nutrition plan because I need help,diet_suggestion
Now Help me travel to doctor clinic please,transport_booking
Can you I cannot sleep because of stress today,emotional_support
Please When should I take insulin for me,medication_reminder
Can you Suggest walking exercises,exercise_suggestion
Suggest healthy food for elderly because I need help,diet_suggestion
Can you I feel anxious about my health as soon as possible,emotional_support
Now Doctor appointment book koro as soon as possible,doctor_booking
Urgently Recommend chair yoga for seniors please,exercise_suggestion
Hey Recommend soft food for elderly because I need help,diet_suggestion
I need transport assistance because I need help,transport_booking
Kindly i cannot sleep because of stress as soon as possible,emotional_support
Please remind me to take my pills,medication_reminder
Today Doctor appointment book koro,doctor_booking
Now Suggest yoga for elderly for me,exercise_suggestion
Please Suggest soft food for elderly for me,diet_suggestion
I feel emotionally weak because I need help,emotional_support
Kindly Please remind me to take my pills right now,medication_reminder
Today i need medical consultation,doctor_booking
Kindly Suggest yoga for elderly,exercise_suggestion
Now Mujhe healthy diet chahiye for me,diet_suggestion
Hey book transport for hospital visit please,transport_booking
Urgently I miss my family for me,emotional_support
Now i forgot to take my tablets right now,medication_reminder
Please Please help me contact a doctor as soon as possible,doctor_booking
Can you Suggest chair yoga for seniors because I need help,exercise_suggestion
Kindly Mujhe healthy diet chahiye right now,diet_suggestion
Can you I feel sad and alone because I need help,emotional_support
Urgently Doctor appointment book koro today,doctor_booking
How can i stay active because i need help,exercise_suggestion
Kindly How can I improve nutrition right now,diet_suggestion
Please I am feeling mentally exhausted right now,emotional_support
Now when should i take insulin today,medication_reminder
Now I want to schedule a health checkup as soon as possible,doctor_booking
Hey how can i improve mobility today,exercise_suggestion
Healthy khabar suggest koro today,diet_suggestion
Please Remind me to take my medicine,medication_reminder
Hey can elderly people do stretching for me,exercise_suggestion
Urgently recommend balanced diet today,diet_suggestion
Today Mujhe hospital jane ke liye cab chahiye,transport_booking
Now I am feeling sad and alone please,emotional_support
Today I need a doctor consultation right now,doctor_booking
Today can elderly people do stretching today,exercise_suggestion
Please recommend balanced diet,diet_suggestion
Urgently Can you book cab for hospital right now,transport_booking
Hey I feel emotionally weak,emotional_support
Urgently When should I take insulin for me,medication_reminder
Urgently Suggest yoga for elderly,exercise_suggestion
Urgently Help me arrange transportation right now,transport_booking
Today I feel nervous and anxious today,emotional_support
Now Can elderly people do stretching,exercise_suggestion
Hey I feel helpless today for me,emotional_support
Now I need medical consultation right now,doctor_booking
Can you How can I improve mobility for me,exercise_suggestion
Suggest soft food for elderly for me,diet_suggestion
Urgently Transport arrange koro because I need help,transport_booking
Hey I am feeling emotionally down,emotional_support
Kindly Mujhe medicine lena yaad dilao for me,medication_reminder
Today i want to schedule a health checkup right now,doctor_booking
Please I am feeling emotionally down for me,emotional_support
Today Mujhe medicine lena yaad dilao please,medication_reminder
Kindly Doctor appointment book koro right now,doctor_booking
Today recommend light exercise because i need help,exercise_suggestion
Kindly Suggest healthy food for elderly today,diet_suggestion
Urgently Help me travel to doctor clinic as soon as possible,transport_booking
Now I cannot sleep because of stress please,emotional_support
Urgently Please help me contact a doctor please,doctor_booking
Please Suggest chair yoga for seniors today,exercise_suggestion
Can you Recommend soft food for elderly,diet_suggestion
Urgently Can you book cab for hospital please,transport_booking
Hey I feel helpless today right now,emotional_support
Now please remind me about medicines for me,medication_reminder
Please Mujhe doctor appointment chahiye as soon as possible,doctor_booking
Can you How can I improve mobility,exercise_suggestion
Suggest soft food for elderly because i need help,diet_suggestion
Book transport for hospital visit as soon as possible,transport_booking
Kindly I feel helpless today please,emotional_support
Can you Remind me to take my medicine right now,medication_reminder
Can you Recommend nutrition plan as soon as possible,diet_suggestion
Kindly Transport arrange koro as soon as possible,transport_booking
I feel very unhappy today today,emotional_support
Today mujhe medicine lena yaad dilao right now,medication_reminder
Can you Recommend chair yoga for seniors as soon as possible,exercise_suggestion
Kindly Healthy khabar suggest koro please,diet_suggestion
Urgently help me travel to doctor clinic right now,transport_booking
Now I am feeling emotionally weak today,emotional_support
Today when should i take insulin as soon as possible,medication_reminder
Kindly please help me contact a doctor,doctor_booking
Today healthy khabar suggest koro,diet_suggestion
Can you transport arrange koro today,transport_booking
I feel anxious about my health today,emotional_support
Urgently i need medical consultation for me,doctor_booking
Hey suggest yoga for elderly,exercise_suggestion
Now Suggest diabetic diet,diet_suggestion
I feel mentally stressed today,emotional_support
Now I need a doctor consultation today,doctor_booking
Urgently Recommend simple exercise for me for me,exercise_suggestion
Mujhe doctor appointment chahiye please,doctor_booking
Today Mujhe exercise suggest karo,exercise_suggestion
Urgently suggest diabetic diet because i need help,diet_suggestion
Kindly Can you book cab for hospital right now,transport_booking
Urgently i am feeling very unhappy today please,emotional_support
Today When should I take insulin because I need help,medication_reminder
Can you book doctor appointment for me as soon as possible,doctor_booking
Suggest walking exercises as soon as possible,exercise_suggestion
Urgently How can I improve nutrition please,diet_suggestion
Can you I feel emotionally weak,emotional_support
Hey I forgot my blood pressure medicine as soon as possible,medication_reminder
Can you please help me contact a doctor please,doctor_booking
Recommend walking exercises today,exercise_suggestion
Today Recommend soft food for elderly as soon as possible,diet_suggestion
Hey I feel mentally exhausted please,emotional_support
Today I forgot to take my tablets for me,medication_reminder
Can you I need a doctor consultation as soon as possible,doctor_booking
Now Suggest yoga for elderly,exercise_suggestion
Please Recommend balanced diet because I need help,diet_suggestion
Now Transport arrange koro today,transport_booking
Today I cannot sleep because of stress for me,emotional_support
Please Help me arrange transportation for me,transport_booking
Now I am feeling scared about my condition right now,emotional_support
Today please remind me to take my pills for me,medication_reminder
Kindly recommend balanced diet because i need help,diet_suggestion
Today Can you book cab for hospital today,transport_booking
Can you I miss my family for me,emotional_support
Today I forgot my blood pressure medicine because I need help,medication_reminder
Urgently I need medical consultation right now,doctor_booking
Now Suggest chair yoga for seniors,exercise_suggestion
Kindly Suggest soft food for elderly because I need help,diet_suggestion
I need help reaching hospital for me,transport_booking
Now i am feeling emotionally weak for me,emotional_support
Kindly Book doctor appointment for me please,doctor_booking
Urgently how can i stay active please,exercise_suggestion
Kindly I feel mentally stressed right now,emotional_support
Today Please remind me about medicines for me,medication_reminder
Can you Healthy khabar suggest koro because I need help,diet_suggestion
Hey book transport for hospital visit,transport_booking
Kindly I am feeling nervous and anxious for me,emotional_support
I need medicine reminder support for me,medication_reminder
Book doctor appointment for me,doctor_booking
Today recommend yoga for elderly today,exercise_suggestion
Kindly help me travel to doctor clinic for me,transport_booking
Urgently Nobody talks to me anymore today,emotional_support
Now When should I take insulin,medication_reminder
I want to schedule a health checkup right now,doctor_booking
Please suggest diabetic diet as soon as possible,diet_suggestion
Kindly I feel isolated as soon as possible,emotional_support
Kindly Doctor appointment book koro for me,doctor_booking
Now How can I stay active as soon as possible,exercise_suggestion
Hey I feel mentally exhausted right now,emotional_support
Urgently Medicine khete bhule gechi,medication_reminder
Today mujhe doctor appointment chahiye please,doctor_booking
Please Can elderly people do stretching right now,exercise_suggestion
What foods improve energy,diet_suggestion
Today I need someone to talk to today,emotional_support
Urgently book doctor appointment for me because i need help,doctor_booking
Please Mujhe healthy diet chahiye as soon as possible,diet_suggestion
I feel worried about my future please,emotional_support
Kindly i need medicine reminder support for me,medication_reminder
Today suggest healthy food for elderly today,diet_suggestion
Can you Medicine khete bhule gechi right now,medication_reminder
Can you i need medical consultation please,doctor_booking
Urgently Mujhe healthy diet chahiye please,diet_suggestion
I am feeling emotionally down,emotional_support
Please remind me to take my medicine today,medication_reminder
Can you Recommend light exercise because I need help,exercise_suggestion
Book transport for hospital visit today,transport_booking
Today I feel emotionally weak because I need help,emotional_support
Kindly I want to schedule a health checkup because I need help,doctor_booking
How can i improve mobility please,exercise_suggestion
Kindly I am feeling lonely today for me,emotional_support
Now Remind me to take my medicine as soon as possible,medication_reminder
Today How can I improve mobility,exercise_suggestion
Today What foods improve energy please,diet_suggestion
Hey I feel isolated today,emotional_support
Hey Mujhe medicine lena yaad dilao today,medication_reminder
Today I need a doctor consultation for me,doctor_booking
Today How can I improve mobility for me,exercise_suggestion
Urgently Suggest diabetic diet because I need help,diet_suggestion
Please can you book cab for hospital please,transport_booking
Now I feel mentally stressed because I need help,emotional_support
When should I take insulin please,medication_reminder
Can you I need medical consultation for me,doctor_booking
Now Suggest walking exercises because I need help,exercise_suggestion
Please Recommend diabetic diet,diet_suggestion
Today Help me arrange transportation please,transport_booking
Can you I need medicine reminder support please,medication_reminder
Suggest chair yoga for seniors today,exercise_suggestion
Please Recommend balanced diet please,diet_suggestion
Hey Help me travel to doctor clinic as soon as possible,transport_booking
Urgently I am feeling emotionally broken right now,emotional_support
Today Please remind me to take my pills please,medication_reminder
I need medical consultation today,doctor_booking
Can you Mujhe healthy diet chahiye as soon as possible,diet_suggestion
Hey I cannot sleep because of stress because I need help,emotional_support
Please Doctor appointment book koro,doctor_booking
Now Mujhe exercise suggest karo,exercise_suggestion
Kindly How can I improve nutrition,diet_suggestion
Today I am feeling ignored by everyone,emotional_support
Urgently Can you help me visit a doctor because I need help,doctor_booking
Urgently how can i improve nutrition as soon as possible,diet_suggestion
Kindly Help me arrange transportation as soon as possible,transport_booking
I missed my diabetes tablet for me,medication_reminder
Can you doctor appointment book koro please,doctor_booking
How can I improve mobility for me,exercise_suggestion
Please Mujhe hospital jane ke liye cab chahiye please,transport_booking
Kindly I feel emotionally weak right now,emotional_support
Kindly I missed my diabetes tablet,medication_reminder
Kindly Please help me contact a doctor right now,doctor_booking
Urgently recommend chair yoga for seniors please,exercise_suggestion
Hey What foods improve energy right now,diet_suggestion
Please I need help reaching hospital because I need help,transport_booking
Urgently I feel emotionally broken today,emotional_support
Can you Can you help me visit a doctor today,doctor_booking
Urgently can elderly people do stretching because i need help,exercise_suggestion
Hey I am feeling depressed today right now,emotional_support
Urgently Book doctor appointment for me for me,doctor_booking
Kindly Suggest soft food for elderly today,diet_suggestion
Please I miss my family because I need help,emotional_support
Hey Remind me to take my medicine today,medication_reminder
Now i need a doctor consultation because i need help,doctor_booking
Hey mujhe exercise suggest karo please,exercise_suggestion
Please What foods improve energy for me,diet_suggestion
Can you Can you book cab for hospital,transport_booking
Now Nobody talks to me anymore right now,emotional_support
Hey I missed my diabetes tablet right now,medication_reminder
Today Recommend balanced diet for me,diet_suggestion
Urgently I feel anxious about my health for me,emotional_support
Today Please remind me about medicines please,medication_reminder
Can you Please help me contact a doctor as soon as possible,doctor_booking
Hey Recommend simple exercise for me right now,exercise_suggestion
Can you Recommend balanced diet as soon as possible,diet_suggestion
Please I need transport assistance please,transport_booking
Please I feel isolated please,emotional_support
Kindly medicine khete bhule gechi as soon as possible,medication_reminder
Hey Suggest walking exercises right now,exercise_suggestion
Now suggest diabetic diet right now,diet_suggestion
Can you I need help reaching hospital please,transport_booking
Can you I feel mentally stressed please,emotional_support
Now I want to schedule a health checkup please,doctor_booking
Urgently Recommend walking exercises,exercise_suggestion
Now What foods improve energy please,diet_suggestion
Kindly Help me travel to doctor clinic,transport_booking
Can you I feel mentally exhausted,emotional_support
Please Suggest walking exercises for me,exercise_suggestion
Now What foods improve energy today,diet_suggestion
Hey I feel anxious about my health,emotional_support
Kindly suggest yoga for elderly as soon as possible,exercise_suggestion
Kindly Recommend diabetic diet for me,diet_suggestion
Now Help me travel to doctor clinic because I need help,transport_booking
Now I feel isolated please,emotional_support
Can you I need a doctor consultation because I need help,doctor_booking
Now transport arrange koro please,transport_booking
Kindly I feel very unhappy today right now,emotional_support
Hey Please remind me about medicines for me,medication_reminder
I need medical consultation because I need help,doctor_booking
Urgently Recommend light exercise for me,exercise_suggestion
Hey recommend balanced diet today,diet_suggestion
Please transport arrange koro because i need help,transport_booking
Today Mujhe doctor appointment chahiye,doctor_booking
Please how can i improve mobility as soon as possible,exercise_suggestion
Kindly What foods improve energy for me,diet_suggestion
Hey I feel mentally exhausted for me,emotional_support
Today Remind me to take my medicine,medication_reminder
Hey Please help me contact a doctor right now,doctor_booking
Now Exercise suggest koro today,exercise_suggestion
Urgently What foods improve energy right now,diet_suggestion
Kindly Book transport for hospital visit today,transport_booking
Hey Please remind me to take my pills please,medication_reminder
Can you I need a doctor consultation today,doctor_booking
Hey Mujhe hospital jane ke liye cab chahiye right now,transport_booking
Now I need someone to talk to because I need help,emotional_support
Hey i missed my diabetes tablet as soon as possible,medication_reminder
Can you I want to schedule a health checkup right now,doctor_booking
Please How can I improve mobility as soon as possible,exercise_suggestion
Today What foods improve energy,diet_suggestion
Hey I feel scared about my condition today,emotional_support
Today Remind me to take my medicine as soon as possible,medication_reminder
Hey please help me contact a doctor today,doctor_booking
Kindly Exercise suggest koro,exercise_suggestion
Please Suggest diabetic diet,diet_suggestion
Now I am feeling emotionally broken today,emotional_support
Now I missed my diabetes tablet for me,medication_reminder
Urgently Book doctor appointment for me today,doctor_booking
Today Recommend healthy food for elderly because I need help,diet_suggestion
Now help me arrange transportation today,transport_booking
I feel emotionally broken please,emotional_support
Can you Mujhe exercise suggest karo,exercise_suggestion
Kindly I feel emotionally weak today,emotional_support
Kindly I need medicine reminder support for me,medication_reminder
Recommend simple exercise for me for me,exercise_suggestion
Please help me arrange transportation right now,transport_booking
Hey I am feeling helpless today because I need help,emotional_support
Can you Remind me to take my medicine for me,medication_reminder
Please I need medical consultation please,doctor_booking
How can I stay active please,exercise_suggestion
Hey Mujhe healthy diet chahiye because I need help,diet_suggestion
Kindly can you book cab for hospital as soon as possible,transport_booking
Hey I feel nervous and anxious right now,emotional_support
Urgently I forgot my blood pressure medicine as soon as possible,medication_reminder
Please Help me travel to doctor clinic right now,transport_booking
Now I feel nervous and anxious for me,emotional_support
Kindly when should i take insulin,medication_reminder
How can I stay active for me,exercise_suggestion
Urgently How can I improve nutrition right now,diet_suggestion
Kindly Help me travel to doctor clinic as soon as possible,transport_booking
Now I feel nervous and anxious today,emotional_support
Can you Mujhe hospital jane ke liye cab chahiye because I need help,transport_booking
Please I feel anxious about my health for me,emotional_support
Now Remind me to take my medicine because I need help,medication_reminder
Now I need a doctor consultation for me,doctor_booking
Today Mujhe exercise suggest karo please,exercise_suggestion
Kindly Can you book cab for hospital for me,transport_booking
Now nobody talks to me anymore today,emotional_support
Can you I missed my diabetes tablet as soon as possible,medication_reminder
Recommend yoga for elderly right now,exercise_suggestion
Now Help me arrange transportation as soon as possible,transport_booking
Kindly I am feeling worried about my future today,emotional_support
Hey When should I take insulin today,medication_reminder
Can you I feel depressed today today,emotional_support
Kindly i need medical consultation for me,doctor_booking
Please Exercise suggest koro,exercise_suggestion
Please what foods improve energy today,diet_suggestion
Hey Help me travel to doctor clinic right now,transport_booking
Urgently I am feeling emotionally weak because I need help,emotional_support
Kindly I forgot my blood pressure medicine please,medication_reminder
Can you I want to schedule a health checkup please,doctor_booking
Now can elderly people do stretching for me,exercise_suggestion
Urgently What foods improve energy because I need help,diet_suggestion
Please i need help reaching hospital right now,transport_booking
Urgently I feel emotionally broken as soon as possible,emotional_support
Please Please remind me about medicines for me,medication_reminder
Urgently Please help me contact a doctor right now,doctor_booking
Today Exercise suggest koro as soon as possible,exercise_suggestion
Today Recommend nutrition plan as soon as possible,diet_suggestion
